work_Id,nom projet,permalink,Date de création,*SPV,Puissance MWc (Prev),Longitude DD (Projet),Latitude DD (Projet),Adresse (Projet),Code Postal (Projet),Commune (Projet),Période (Dépôt CRE),📆 Date (T0),Date (Limite MES),Type (Tarif)-V2,FIT €/MWh (déf),📅 Signature PMBAIL,Commercial,📆 Date (Demande Racco),Région (Projet),Date (MES prev),Puissance (MWc Déf),📆 Date réception CR(D),Montant HT CR(D),Estimatif cout Racco (HT),Date (Début Chantier),Productible kWh/kWc (V1),Responsable Dev,Date paiement acompte ( CR(D) ),Date (envoi dossier notaire),Productible kWh/kWc (V4 Solargis),Type (AU),Lauréat AO,📆 Signature Bail,Date (Signature Procuration),Réception DAACT,Pipeline (HS),📆 GO RACCO,Accord,📆 GO URBA,📆 Prev Accord,Validité,Date dépôt AO,📅 GO TARIF,Date (Fin Chantier),Date MES,📅 GO CONSTRUCTION,Date accord (PCM1),📆 Dépôt,Hypothèque,CAPEX - V3 (K€),Productible kWh/kWc (V3 Solargis),Date accord (PCM2),📆 COMPLETUDE OK,Date accord (Transf PC),Productible kWh/kWc (V2 Solargis),CAPEX - V1 (K€),Marge K€ (V1),Marge (V1),CAPEX - V2 (K€),Marge K€ (V2),📅 Date R1 fixée,Marge (V2),Date accord (PCM3),Marge K€ (V3),📅  Date accord (Transf DP),Marge (V3),Responsable Dev ID
IEACTCKNI4VGULJV,Camroux-1,https://www.wrike.com/open.htm?id=711601461,2021-06-24T15:34:04Z,ECO-19,0.22533000000000003,2.19209,43.987929,Lieu dit la Charlenderie,81450,LE GARRIC,,,,AO CRE,129.7,,KUAFV42T,,Occitanie (11),,0.21538,,,,,,YVIN Camille,,,1319,,,2021-01-26,,,"[""Bâtiment Neuf""]",2021-04-14,,,,,,,,2021-04-14,2020-08-17,,,,,,,,,,,,,,,,,,,,,KUAJ5YLI
IEACTCKNI4VGULJY,Costcam-1,https://www.wrike.com/open.htm?id=711601464,2021-06-24T15:34:04Z,ECO-19,0.22533000000000003,2.61053468,44.12605696,Lieu dit Fournols,12170,DURENQUE,,,,AO CRE,134.9,,KUAFV42T,,Occitanie (11),,0.20952,2020-09-22,,,,,YVIN Camille,,,1298,,,2017-12-18,,,"[""Bâtiment Neuf""]",2021-01-27,,,,,,,,2021-01-27,2020-06-01,,,,,,,,,,,,,,,,,,,,,KUAJ5YLI
IEACTCKNI4VGULJ4,Davicam-1,https://www.wrike.com/open.htm?id=711601468,2021-06-24T15:34:04Z,ECO-19,0.13608,2.276389,43.934171,Lieu dit Puech Mergou,81430,MARSAL,,,,AO CRE,134.9,,KUAFV42T,,Occitanie (11),,0.13608,,,,,,YVIN Camille,,,1232,,,2017-09-26,,,"[""Bâtiment Neuf""]",2021-09-21,,,,,,,,2021-09-21,2021-01-24,,,,,,,,,,,,,,,,,,,,,KUAJ5YLI
IEACTCKNI4VGULKA,Delcam-1,https://www.wrike.com/open.htm?id=711601472,2021-06-24T15:34:05Z,ECO-19,0.21924,2.4306861,43.98095,La poussarie,81150,ASSAC,,,,AO CRE,129.7,,KUAFV42T,,Occitanie (11),,0.21538,,,,,,YVIN Camille,,,1340,,,2017-09-14,,,"[""Bâtiment Neuf""]",2021-02-18,,,,,,,,2021-02-18,2020-06-23,,,,,,,,,,,,,,,,,,,,,KUAJ5YLI
IEACTCKNI4VGULKG,Jouvacam-1,https://www.wrike.com/open.htm?id=711601478,2021-06-24T15:34:05Z,ECO-19,0.12327900000000001,5.1022556,43.7251972,Chemin des Roques Hautes,13560,SENAS,,,,AO CRE,132.4,,KUAFV42T,,Provence-Alpes-Côte d'Azur (13),,0.12328,,,,,,YVIN Camille,,,1553,,,2019-12-04,,,"[""Bâtiment Neuf""]",2021-03-02,,,,,,,,2021-03-02,2020-07-05,,,,,,,,,,,,,,,,,,,,,KUAJ5YLI
IEACTCKNI4VGULKI,Lavicam-1,https://www.wrike.com/open.htm?id=711601480,2021-06-24T15:34:05Z,ECO-19,0.20971,1.9925194,44.0316861,Lieu dit la maureille,81170,NOAILLES,,,,AO CRE,134.9,,KUAFV42T,,Occitanie (11),,0.20952,,,,,,YVIN Camille,,,1255,,,2017-09-26,,,"[""Bâtiment Neuf""]",2021-01-25,,,,,,,,2021-01-25,2020-05-30,,,,,,,,,,,,,,,,,,,,,KUAJ5YLI
IEACTCKNI4VGULKM,Mascam-1,https://www.wrike.com/open.htm?id=711601484,2021-06-24T15:34:06Z,ECO-19,0.20971,2.3625639,44.0203806,Lieu dit Peyrelous,81340,VALENCE ALBIGEOIS,,,2021-01-25,AO CRE,134.9,,KUAFV42T,,Occitanie (11),,0.20952,,,,,,YVIN Camille,,,1275,,,2017-12-18,,,"[""Bâtiment Neuf""]",2021-01-25,,,,,,,,2021-01-25,2020-05-30,,,,,,,,,,,,,,,,,,,,,KUAJ5YLI
IEACTCKNI4VGULKP,Olicam-1,https://www.wrike.com/open.htm?id=711601487,2021-06-24T15:34:06Z,ECO-19,0.20971,1.5366583,44.0568556,1555 RD 35 route de Nègrepelisse,82800,VAISSAC,,,,AO CRE,134.9,,KUAFV42T,,Occitanie (11),,0.20952,2016-07-18,,,,,YVIN Camille,,,1256,,,2017-09-14,,,"[""Bâtiment Neuf""]",2021-01-27,,,,,,,,2021-01-27,2020-06-01,,,,,,,,,,,,,,,,,,,,,KUAJ5YLI
IEACTCKNI4VHD3MZ,Avril-2,https://www.wrike.com/open.htm?id=712109465,2021-06-25T07:51:39Z,ENOE PV07,0.25498,5.025653,43.627966,Chemin de Regarde Venir,13450,GRANS,Bat-13 : Juillet 2021,2023-01-31,2025-01-31,AO CRE,,2019-02-01,KUAGEAKU,2023-01-23,Provence-Alpes-Côte d'Azur (13),2023-05-01,0.25498,,19955.35,11000,,1466,YVIN Camille,,2021-12-15,1430,PC,true,,,,"[""Bâtiment Neuf""]",2022-01-17,2020-09-18,2019-10-01,,2023-09-19,2021-07-08,2020-09-18,,,,,2020-03-16,,258,1454,,,,,,,,,,,,,,,,KUAJ5YLI
IEACTCKNI4VHEVYQ,Lemcaa-2,https://www.wrike.com/open.htm?id=712136464,2021-06-25T09:08:10Z,ENOE PV07,0.227,5.89212,44.562695,Lieu-dit Jean de l'amour - Quartier Blaigny,05400,MONTMAUR,Bat-13 : Juillet 2021,2021-12-14,2025-02-14,AO CRE,86,2020-02-04,KUAGEAKU,2022-01-31,Provence-Alpes-Côte d'Azur (13),2023-05-01,0.22724,2022-05-05,9537.76,17667,2022-11-07,1388,Anonyme,2022-07-08,2021-12-15,1400,PC,true,2022-03-31,2022-03-24,,"[""Bâtiment Neuf""]",2022-01-31,2020-11-23,2020-04-07,2020-11-23,2023-11-24,2021-07-08,2021-12-31,,,,,2020-08-31,NSP,241,1351,,2020-04-01,,,,,,,,,,,,,,KUALFD66
IEACTCKNI4VHFPB2,Berruyer-3,https://www.wrike.com/open.htm?id=712162362,2021-06-25T09:53:01Z,ENOE PV07,0.36176,5.213659,45.284334,816 route de Chambaran,38980,VIRIVILLE,Bat-13 : Juillet 2021,2021-12-14,2025-02-14,AO CRE,86,2021-03-23,KUAGEAKU,2022-01-20,Auvergne-Rhône-Alpes(1),2023-05-01,0.36176,2022-05-24,6048.22,33000,2022-10-03,1231,GAUBERTI Anansa,2022-06-21,2021-12-15,1223,PC,true,,2023-02-03,,"[""Bâtiment Neuf""]",2022-01-20,2020-09-25,2020-09-25,,2023-09-26,2021-07-08 00:00:00.000,2021-12-20,,,,2022-05-31,2020-07-08,NSP,368,1243,,,,,,,,,,,,,,,,KUAI73UW
IEACTCKNI4VHWIX3,Bezes,https://www.wrike.com/open.htm?id=712712955,2021-06-27T06:48:50Z,ENOE PV14,0.488,2.66116,43.901286,Lieu-Dit Les Salles,12380,LA SERRE,SANS OBJET,2022-11-14,2022-11-14,Obligation d'achat S21,120.78,2021-06-25,KUAIZA3S,2023-01-23,Occitanie (11),2023-12-10,0.2475,,,10000,,1187,CONGARD Kévin,,,,PC+DP,,,,,"[""Bâtiment Neuf"",""Location Toiture""]",2021-11-24,2022-06-10,2021-11-30,2022-06-10,2025-06-10,,2022-09-24,,,,,2022-02-10,,,,,2021-07-19,,1271,210,123.18,,279,44,,,,,,,KUAJBVJC
IEACTCKNI4VH5IV7,Rieuneau-G,https://www.wrike.com/open.htm?id=712942271,2021-06-28T07:48:32Z,ENOE PV13,0.162,2.207448,44.128548,Lieu-Dit Boyals,81190,PAMPELONNE,SANS OBJET,2022-11-28,2024-11-28,Obligation d'achat S21,120.78,2021-07-28,KUAIZA3S,2022-11-03,Occitanie (11),2023-12-09,0.15936,2023-01-05,15025.83,13400,,1160,CONGARD Kévin,,,,PC,,,,,"[""Bâtiment Neuf""]",2021-09-01,2022-06-09,2021-09-03,2022-06-09,2025-06-09,,2022-06-09,,,,,2022-04-12,,,1237,,2021-07-08,,1216,,,,173,0,,,,,,,KUAJBVJC
IEACTCKNI4VIAMN4,Gilly-L,https://www.wrike.com/open.htm?id=713044412,2021-06-28T10:07:13Z,ENOE PV11,0.124,6.662496,44.385161,Lieu-dit La Gravette,04400,BARCELONNETTE,SANS OBJET,2022-01-28,2024-01-28,Obligation d'achat S21,98,2021-06-23,KUAMTNDK,2022-01-28,Provence-Alpes-Côte d'Azur (13),2023-10-14,0.10472,2022-04-21,23663.22,20000,,1125,GAUBERTI Anansa,2022-06-21,2022-04-28,,DP,,2022-09-13,2022-08-04,,"[""Location Toiture""]",2022-01-28,2021-12-17,2021-10-14,2021-12-17,2024-12-17,,2021-12-28,,,,,2021-10-21,,123,1159,,2021-09-17,,1166,,,,115.625,11.563,,,,,,,KUAI73UW
IEACTCKNI4VKFXVU,Barjou-1,https://www.wrike.com/open.htm?id=715316916,2021-07-01T09:28:03Z,A DETERMINER BAT,0.45,0.813753,44.571691,Lieu-dit Alquiès - Lasplaces,47150,PAULHIAC,SANS OBJET,,,Obligation d'achat S21,,2021-06-21,KUAIZAZL,,Nouvelle-Aquitaine (10),2024-02-21,0.45,,,30000,,1280,CONGARD Kévin,,,,PC,,,,,"[""Ombrière Volaille""]",2022-02-15,,2021-12-21,2023-03-14,,,,,,,,2022-12-14,Non,,,,2021-07-28,,,,,,,,,,,,,,KUAJBVJC
IEACTCKNI4VKFY2N,Barjou-2,https://www.wrike.com/open.htm?id=715318093,2021-07-01T09:30:08Z,ENOE PV13,0.183,0.813753,44.571691,Lieu-dit Alquiès,47150,PAULHIAC,SANS OBJET,2022-10-24,2024-10-24,Obligation d'achat S21,110.7,2021-06-21,KUAIZAZL,2022-10-24,Nouvelle-Aquitaine (10),2024-01-07,0.18924,2022-12-16,34983.24,22000,,1100,CONGARD Kévin,,,,DP,,,,,"[""Location Toiture""]",2022-02-15,2022-07-07,2021-12-21,2022-07-07,2025-07-07,,2022-09-24,,,,,2022-03-18,,,1166,,2021-07-28,,1190,,,,187,,,,,,,,KUAJBVJC
IEACTCKNI4VKHVRB,Galant-O,https://www.wrike.com/open.htm?id=715380257,2021-07-01T11:46:57Z,ENOE PV11,0.10878,4.334797,44.005447,les Boudouses,30190,AUBUSSARGUES,SANS OBJET,2022-05-12,2024-05-12,Obligation d'achat S21,100.3,2021-07-20,KUAJTGA6,2022-03-31,Occitanie (11),2023-10-13,0.11025,2023-01-12,33733.59,33000,,1236,GAUBERTI Anansa,,2022-07-12,,PC,,,,,"[""Bâtiment Neuf""]",2022-03-31,2020-08-14,2021-10-14,2020-08-14,2023-08-15,,2022-02-28,,,,2021-12-16,2020-01-27,,126,1286,,2021-07-22,,1277,,,,118,1.6,,,,,,,KUAI73UW
IEACTCKNI4VKJDHH,Warzee-4,https://www.wrike.com/open.htm?id=715427047,2021-07-01T13:13:21Z,ENOE PV11,0.26676,3.131128,46.608652,Champ Poirier,03210,AGONGES,SANS OBJET,2022-05-30,2024-05-30,Obligation d'achat S21,100.3,2021-07-16,KUAIZQTQ,2022-04-19,Auvergne-Rhône-Alpes (1),2023-06-14,0.2115,2022-09-06,0,12000,,1112.74,CONGARD Kévin,2022-12-06,,,DP,,2022-12-12,2022-11-07,,"[""Location Toiture""]",2021-06-15,2021-07-30,2021-06-04,2021-07-30,2024-07-30,,2022-03-19,,,,,2021-06-29,,224,1083,,2021-04-23,,1040,,,,183,32.658,,,,,,,KUAJBVJC
IEACTCKNI4VKJECE,Warzee-5,https://www.wrike.com/open.htm?id=715427908,2021-07-01T13:14:20Z,ENOE PV11,0.243,3.13397,46.6090,Etang d'en Bas,03210,AGONGES,SANS OBJET,2022-05-30,2024-05-30,Obligation d'achat S21,100.3,2021-07-16,KUAIZQTQ,2022-04-19,Auvergne-Rhône-Alpes (1),2023-06-14,0.243,2022-09-06,0,12000,,1112.74,CONGARD Kévin,2022-12-06,,,DP,,2022-12-12,2022-11-07,,"[""Location Toiture""]",2021-06-15,2021-07-30,2021-06-04,2021-07-30,2024-07-30,,2022-03-19,,,,,2021-06-29,,266,1109,,2021-04-23,,1090,,,,217,52.611,,,,,,,KUAJBVJC
IEACTCKNI4VKJP5L,Warzee-2,https://www.wrike.com/open.htm?id=715440043,2021-07-01T13:18:47Z,ENOE PV11,0.24966,3.039125,46.580618,Les Nauds,03160,BOURBON L'ARCHAMBAULT,SANS OBJET,2022-07-18,2024-07-18,Obligation d'achat S21,100.3,2021-07-16,KUAIZQTQ,2022-04-26,Auvergne-Rhône-Alpes (1),2023-06-14,0.225,2022-10-10,0,12000,,1096.12,CONGARD Kévin,2022-12-06,,,DP,,2022-12-12,2022-11-07,,"[""Location Toiture""]",2021-06-15,2021-07-05,2021-06-04,2021-07-05,2024-07-05,,2022-03-26,,,,,2021-06-10,Oui,248,1090,,2021-04-23,,1073,,,,208.357,35.295,,,,,,,KUAJBVJC
IEACTCKNI4VL3Z4X,Landormy,https://www.wrike.com/open.htm?id=717088663,2021-07-05T09:38:32Z,ENOE PV07,0.2618,,,2 Rues des Chesnais,72250,BRETTES LES PINS,SANS OBJET,2022-02-02,2024-02-02,Obligation d'achat S21,98,2020-09-12,KUAG5OZT,2022-02-02,Pays-de-la-Loire (12),2023-11-30,0.268125,2022-05-02,5876.38,10000,2023-02-01,,Anonyme,2022-07-08,2022-05-02,,DP,,,,,"[""Bâtiment Neuf""]",2022-02-02,2020-11-05,2020-10-05,2020-11-05,2023-11-05,,2022-01-02,,,,,2020-10-05,,,1001,,,,,,,,,,,,,,,,KUALFD66
IEACTCKNI4VL34VP,Turgne,https://www.wrike.com/open.htm?id=717091503,2021-07-05T09:43:29Z,ENOE PV07,0.2869,-0.891036,46.301786, 5 rue du Meunier,17170,SAINT-JEAN-DE-LIVERSAY,SANS OBJET,,2024-02-28,Obligation d'achat S21,,2020-08-22,KUAG5OZT,,Nouvelle-Aquitaine (10),2023-05-01,0.2619,,,19000,2023-03-01,,Anonyme,,2022-05-28,,PC,,,,,"[""Bâtiment Neuf""]",2021-07-05,2021-02-25,2021-07-05,2021-02-25,2024-02-26,,2022-01-28,,,,,2020-12-11,,307,1159,,2021-07-05,,,,,,,,,,,,,,KUALFD66
IEACTCKNI4VL37K2,Lapassade,https://www.wrike.com/open.htm?id=717094234,2021-07-05T09:47:18Z,ENOE PV07,0.318,-0.089583,43.464444,2 chemin rural d'Arnaud,64350,LEMBEYE,Bat-13 : Juillet 2021,2021-12-14,2025-02-14,AO CRE,88,,KUAG5OZT,2022-03-04,Nouvelle-Aquitaine (10),2023-05-01,0.318,2022-05-24,10799.42,11000,2023-02-01,1155,Anonyme,2022-07-22,2022-03-14,,PC,true,,,,"[""Bâtiment Neuf""]",2022-03-04,2020-05-28,2021-02-05,2020-05-28,2023-05-29,2021-07-08,2022-02-04,,,,,2020-02-03,,303,1132,,,,,,,,,,,,,,,,KUALFD66
IEACTCKNI4VL7X2S,Pons-R,https://www.wrike.com/open.htm?id=717217618,2021-07-05T13:37:42Z,ENOE PV14,0.24383,2.191979,44.307993,Bleys,12240,LA CAPELLE-BLEYS,SANS OBJET,2022-05-12,2024-05-12,Obligation d'achat S21,100.3,2021-06-23,KUAIZA3S,2022-04-07,Occitanie (11),2023-11-29,0.24383,2022-12-02,16763.7,18000,,1112,Anonyme,,2022-08-12,,DP,,2023-01-31,2023-01-31,,"[""Location Toiture""]",2021-12-03,2022-01-03,2021-11-29,2022-01-03,2025-01-03,,2022-03-07,,,,,2021-12-03,,,,,2021-09-01,,1161,,,,185,101.699,,,,,,,KUALFD66
IEACTCKNI4VMKHCJ,Gros,https://www.wrike.com/open.htm?id=717560905,2021-07-06T07:55:04Z,ENOE PV13,0.109,4.969129,43.944957,Lieu-dit Pascalis,84250,LE THOR,SANS OBJET,2022-06-01,2024-06-01,Obligation d'achat S21,96.9,2021-07-30,KUAJTF5Z,2022-06-01,Provence-Alpes-Côte d'Azur (13),2023-12-07,0.0996,2022-07-07,28365.3,20000,,1291,YVIN Camille,2022-09-20,,,PC,,,,,Bâtiment Neuf,2021-12-02,2022-04-22,2021-12-02,2022-04-22,2025-04-22,,2022-05-01,,,,,2022-01-07,,,1404,,2021-09-17,,1344,139,16.23,10.36,123,9.496,,,,,,,KUAJ5YLI
IEACTCKNI4VMKHYC,Thibaud,https://www.wrike.com/open.htm?id=717561602,2021-07-06T07:57:21Z,ENOE PV14,0.231,1.897446,46.670847,"1, route du Plessis",36230,MERS SUR INDRE et MONTIPOURET,SANS OBJET,,,Obligation d'achat S21,,2021-09-20,KUAJN6DA,2023-01-30,Centre-Val de Loire (4),2024-02-05,0.23175,,,27000,,1043,QUIQI Kawtar,,,,PC,,,,,"[""Bâtiment Neuf""]",2021-12-03,2022-08-05,2021-12-06,2022-08-05,2025-08-05,,2022-08-05,,,,,2022-05-03,,,,,2021-10-18,,1146,,,,246,23,,,,,,,KUALZEYH
IEACTCKNI4VND356,SCEA-Bonny,https://www.wrike.com/open.htm?id=718401470,2021-07-07T10:10:53Z,ENOE PV17,2.952,4.02589944,44.10034498,771 chemin de Blanas,30140,SAINT-JEAN-DU-PAIN,Bat-13 : Juillet 2021,2021-12-01,2025-02-01,AO CRE,79.7,2021-07-19,,2022-05-04,Occitanie (11),2023-05-01,2.958,,,260000,,1285,GAUBERTI Anansa,,2022-03-01,,PC+DP,,,,,"[""Location Toiture""]",,2021-06-02,2021-04-01,2021-06-02,2024-06-02,2021-07-08,2022-04-04,,,,,2021-05-04,,,,,,,,,,,,,,,,,,,KUAI73UW
IEACTCKNI4VOAXUF,Boudou-M,https://www.wrike.com/open.htm?id=719347333,2021-07-08T14:23:28Z,ENOE PV13,0.136,4.789843,43.853465,320 chemin des gazagnes sud,13160,CHATEAURENARD,SANS OBJET,2022-04-12,2024-04-12,Obligation d'achat S21,94.7,2021-07-16,KUAJTGA6,2022-04-11,Provence-Alpes-Côte d'Azur (13),2023-09-14,0.099875,2022-05-18,15648.42,,,1250,YVIN Camille,2022-07-22,2022-07-12,,PC,,2022-12-15,2022-12-01,,"[""Bâtiment Neuf""]",2021-09-09,2022-01-26,2021-09-14,2022-01-26,2025-01-26,,2022-03-11,,,,,2021-10-28,,,1403,,2021-07-21,,1325,,,,106,27.241,,,,,,,KUAJ5YLI
IEACTCKNI4VOXRIB,Madrolles-3,https://www.wrike.com/open.htm?id=720094465,2021-07-09T14:11:16Z,ENOE PV13,0.036,1.800764,47.025081,Lieu-Dit Bel Air,36150,VATAN,SANS OBJET,2022-07-15,2024-07-15,Obligation d'achat S21,111.5,2021-05-19,KUAJN6DA,2022-04-11,Centre-Val de Loire (4),2023-09-07,0.0359,2023-01-06,41003.6,,,1060,QUIQI Kawtar,,,,DP,,,,,,2021-12-09,2022-03-08,2021-12-09,2022-03-08,2025-03-07,,2022-03-11,,,,,2022-02-07,,,1167,,2021-08-25,,1141,,,,43,,,,,,,,KUALZEYH
IEACTCKNI4VQTAZB,Gervasoni,https://www.wrike.com/open.htm?id=722043681,2021-07-13T16:22:47Z,AHAUSUN,0.14972,4.595135,44.096515,Ancienne route de lyon,30330,CONNAUX,,,,AO CRE,192,,,,Occitanie (11),,0.14972,,,,,,YVIN Camille,,,,DP,,,,,Bâtiment Neuf,2016-01-08,,,,,,,,2016-01-08,2015-05-13,,,,,,,,,,,,,,,,,,,,,KUAJ5YLI
IEACTCKNI4VQTA3H,Rieunaud,https://www.wrike.com/open.htm?id=722043751,2021-07-13T16:22:50Z,ECO-PV,0.1392,2.215737,44.116402,Le Laquet,81190,PAMPELONNE,,,,AO CRE,129.7,,,,Occitanie (11),,0.1392,,,,,,GAUBERTI Anansa,,,,PC,,2018-07-19,,,,2019-02-13,2019-06-24,2019-06-24,,2022-06-24,,2019-06-24,,2019-02-13,2018-06-18,,,,,,,,,,,,,,,,,,,,,KUAI73UW
IEACTCKNI4VQTA53,Thucam,https://www.wrike.com/open.htm?id=722043835,2021-07-13T16:22:53Z,ECO-PV,0.20971,1.596844,44.063674,Coulons,82800,VAISSAC,,,,AO CRE,134.9,,,,Occitanie (11),,0.20971,,,,,,GAUBERTI Anansa,,,,PC,,2017-12-22,,,,2018-09-21,2018-01-12,2018-01-12,,2021-01-12,,2018-01-12,,2018-09-21,2018-01-24,,,,,,,,,,,,,,,,,,,,,KUAI73UW
IEACTCKNI4VQTA7H,Polkam,https://www.wrike.com/open.htm?id=722043879,2021-07-13T16:22:56Z,ECO-PV,0.13276,4.767846,43.599656,Mas de Pernes,13310,SAINT MARTIN DE CRAU,,,,AO CRE,132.4,,,,Provence-Alpes-Côte d'Azur (13),,0.13276,,,,,,GAUBERTI Anansa,,,,PC,,2018-07-06,,,,2019-03-22,2017-06-19,2017-06-19,,2020-06-19,,2017-06-19,,2019-03-22,2018-07-25,,,,,,,,,,,,,,,,,,,,,KUAI73UW
IEACTCKNI4VQTBAH,Graucam,https://www.wrike.com/open.htm?id=722043911,2021-07-13T16:22:58Z,ECO-PV,0.20952,1.993330,43.773924,14 Rue Claude Bernard,81300,GRAULHET,,,,AO CRE,134.9,,,,Occitanie (11),,0.20952,,,,,,GAUBERTI Anansa,,,,PC,,2018-02-21,,,,2018-09-26,2016-09-20,2016-09-20,,2019-09-20,,2016-09-20,,2018-09-26,2018-01-29,,,,,,,,,,,,,,,,,,,,,KUAI73UW
IEACTCKNI4VQTBAP,Galicam,https://www.wrike.com/open.htm?id=722043919,2021-07-13T16:23:00Z,ECO-PV,0.20952,2.354842,43.868341,Le Baylou,81430,VILLEFRANCHE-D'ALBIGEOIS,,,,AO CRE,134.9,,,,Occitanie (11),,0.20952,,,,,,GAUBERTI Anansa,,,,PC,,2017-08-12,,,,2018-11-14,2018-02-12,2018-02-12,,2021-02-12,,2018-02-12,,2018-11-14,2018-03-19,,,,,,,,,,,,,,,,,,,,,KUAI73UW
IEACTCKNI4VQTBA6,Canicam,https://www.wrike.com/open.htm?id=722043934,2021-07-13T16:23:03Z,ECO-PV,0.20952,2.456076,44.019774,La Doudie,81340,LE DOURN,,,,AO CRE,134.9,,,,Occitanie (11),,0.20952,,,,,,GAUBERTI Anansa,,,,PC,,2017-12-22,,,,2018-11-14,2018-01-29,2018-01-29,,2021-01-29,,2018-01-29,,2018-11-14,2018-03-19,,,,,,,,,,,,,,,,,,,,,KUAI73UW
IEACTCKNI4VQTBCR,Cambrun,https://www.wrike.com/open.htm?id=722043985,2021-07-13T16:23:06Z,ECO-PV,0.21054,4.478939,44.055687,290 Chemin Saint Victor,30337,VALLABRIX,,,,AO CRE,129.7,,,,Occitanie (11),,0.21054,,,,,,GAUBERTI Anansa,,,,PC+DP,,2018-09-06,,2019-12-03,,2019-06-03,2017-06-06,2017-06-06,,2020-06-06,,2017-06-06,,2019-06-03,2018-10-06,2018-10-04,,,,,,,,,,,,,,,,,,,,KUAI73UW
IEACTCKNI4VQTBDQ,Camvince,https://www.wrike.com/open.htm?id=722044016,2021-07-13T16:23:08Z,ECO-PV,0.2088,2.957167,44.186740,Gaverlac,12620,SAINT BEAUZELY,,,,AO CRE,129.7,,,,Occitanie (11),,0.2088,,,,,,GAUBERTI Anansa,,,,PC,,2018-03-15,,,,2018-12-04,2016-07-19,2016-07-19,,2019-07-19,,2016-07-19,,2018-12-04,2018-04-08,,2016-03-26,,,,,,,,,,,,,,,,,,,KUAI73UW
IEACTCKNI4VQTBEQ,Abelfo,https://www.wrike.com/open.htm?id=722044048,2021-07-13T16:23:11Z,EGD,0.021,6.25594,44.55256,ZI La Grande Ile,,CHORGES,,,,Obligation d'achat S17,203.5,,,,,,0.021,,,,,,YVIN Camille,,,,,,,,,"[""Bâtiment Neuf""]",2015-07-29,,,,,,,,2015-07-29,2014-12-01,,,,,,,,,,,,,,,,,,,,,KUAJ5YLI
IEACTCKNI4VQTBFH,Derrieu,https://www.wrike.com/open.htm?id=722044071,2021-07-13T16:23:14Z,EGD,0.02,4.787,43.831,petite route d eyrargues,05230,MAILLANE,,,,Obligation d'achat S17,344.2,,,,Provence-Alpes-Côte d'Azur (13),,0.02,,,,,,YVIN Camille,,,,,,,,,,2015-05-11,,,,,,,,2015-05-11,2014-09-13,,,,,,,,,,,,,,,,,,,,,KUAJ5YLI
IEACTCKNI4VQTBGG,Mazet,https://www.wrike.com/open.htm?id=722044102,2021-07-13T16:23:17Z,EGD,0.02,5.96669,43.68194,73 Quartier de la Malhere chemin joncqier,83560,LA VERDIERE,,,,Obligation d'achat S17,244.6,,,,Provence-Alpes-Côte d'Azur (13),,0.02,,,,,,YVIN Camille,,,,,,,,,,2013-06-13,,,,,,,,2013-06-13,2012-10-16,,,,,,,,,,,,,,,,,,,,,KUAJ5YLI
IEACTCKNI4VQTBGQ,Durand-2,https://www.wrike.com/open.htm?id=722044112,2021-07-13T16:23:19Z,EGPA,0.09975,5.517182,43.645458,Les Grenouillérs,13650,MEYARGUES,,,,Obligation d'achat S17,189.97,2015-02-02,,,Provence-Alpes-Côte d'Azur (13),,0.09975,,,,,,YVIN Camille,,,,PC,,2015-02-02,,,,2015-04-30,2012-05-14,2013-05-01,,,,2014-02-21,,2015-04-30,2014-09-02,,2012-02-06,,,,,2013-10-01,,,,,,,,,,,,,,KUAJ5YLI
IEACTCKNI4VQTBG7,Durand-1,https://www.wrike.com/open.htm?id=722044127,2021-07-13T16:23:21Z,EGPA,0.09975,5.517182,43.645458,Les Grenouillérs,13650,MEYARGUES,,,,Obligation d'achat S17,189.97,2015-01-22,,,Provence-Alpes-Côte d'Azur (13),,0.09975,,,,,,YVIN Camille,,,,PC,,2015-02-02,,,"[""Bâtiment Neuf""]",2015-04-30,,2013-05-01,,,,2014-02-21,,2015-04-30,2014-09-02,,,,,,,2013-10-01,,,,,,,,,,,,,,KUAJ5YLI
IEACTCKNI4VQTBHT,Ranguis-2,https://www.wrike.com/open.htm?id=722044147,2021-07-13T16:23:24Z,EPSC,0.09999,6.174996,44.652184,Lieu dit les ribières,05260,CHABOTTES,,,,Obligation d'achat S17,147,,,,Provence-Alpes-Côte d'Azur (13),,0.0999,,,,,,GAUBERTI Anansa,,,,PC,,2017-09-13,,,,2016-06-30,2014-02-27,2014-02-27,,2017-02-27,,2014-02-27,,2016-06-30,2015-11-03,,,,,,,,,,,,,,,,,,,,,KUAI73UW
IEACTCKNI4VQTBIH,Trotabas-2,https://www.wrike.com/open.htm?id=722044167,2021-07-13T16:23:27Z,EPSC,0.0999,5.239485,43.731280,Lieu dit la Joliette,13350,CHARLEVAL,,,,Obligation d'achat S17,131.3,,,,Provence-Alpes-Côte d'Azur (13),,0.0999,,,,,,GAUBERTI Anansa,,,,PC,,2017-08-03,,,,2017-09-08,2014-06-20,2014-06-20,,2017-06-20,,2014-06-20,,2017-09-08,2017-01-11,,,,,,,,,,,,,,,,,,,,,KUAI73UW
