work_Id,nom projet,permalink,Date de création,*SPV,Puissance MWc (Prev),Longitude DD (Projet),Latitude DD (Projet),Adresse (Projet),Code Postal (Projet),Commune (Projet),Période (Dépôt CRE),📆 Date (T0),Date (Limite MES),Type (Tarif)-V2,FIT €/MWh (déf),📅 Signature PMBAIL,Commercial,📆 Date (Demande Racco),Région (Projet),Date (MES prev),Puissance (MWc Déf),📆 Date réception CR(D),Montant HT CR(D),Estimatif cout Racco (HT),Date (Début Chantier),Productible kWh/kWc (V1),Responsable Dev,Date paiement acompte ( CR(D) ),Date (envoi dossier notaire),Productible kWh/kWc (V4 Solargis),Type (AU),Lauréat AO,📆 Signature Bail,Date (Signature Procuration),Réception DAACT,Pipeline (HS),📆 GO RACCO,Accord,📆 GO URBA,📆 Prev Accord,Validité,Date dépôt AO,📅 GO TARIF,Date (Fin Chantier),Date MES,📅 GO CONSTRUCTION,Date accord (PCM1),📆 Dépôt,Hypothèque,CAPEX - V3 (K€),Productible kWh/kWc (V3 Solargis),Date accord (PCM2),📆 COMPLETUDE OK,Date accord (Transf PC),Productible kWh/kWc (V2 Solargis),CAPEX - V1 (K€),Marge K€ (V1),Marge (V1),CAPEX - V2 (K€),Marge K€ (V2),📅 Date R1 fixée,Marge (V2),Date accord (PCM3),Marge K€ (V3),📅  Date accord (Transf DP),Marge (V3),Responsable Dev ID
IEACTCKNI4UTHHHC,Bardou,https://www.wrike.com/open.htm?id=691248354,2021-05-17T12:39:00Z,ENOE PV15,0.241,2.386445,43.794691,Le Plo,81120,MONT ROC,SANS OBJET,,,Obligation d'achat S21,,2022-02-18,KUAIZA3S,,Occitanie (11),2024-03-11,0.24225,,,17400,,1202,GAUBERTI Anansa,,,,PC,,,,,"[""Bâtiment Neuf""]",2022-07-12,2022-12-02,2022-03-14,2022-12-08,2025-12-02,,2022-12-02,,,,,2022-09-08,,,,,2022-03-11,,1297,292,31.91,9.73,271.732,75,,,,,,,KUAI73UW
IEACTCKNI4UTYVSK,Juran,https://www.wrike.com/open.htm?id=691820106,2021-05-18T07:25:49Z,ENOE PV13,0.103,6.193191,44.409257,La Batie Moine,04250,BELLAFFAIRE,SANS OBJET,2022-07-19,2024-07-19,Obligation d'achat S21,96.9,2021-07-28,KUAMTNDK,2022-07-19,Provence-Alpes-Côte d'Azur (13),2024-01-21,0.0996,2022-09-15,11502.72,12000,,1227,Anonyme,2022-11-07,,,PC,,2022-12-05,2022-12-05,,Bâtiment Neuf,2022-02-23,2022-06-13,2022-01-31,2022-06-13,2025-06-13,,2022-06-19,,,,,2022-03-14,,,1337,,2021-12-13,,1334,127,12.32,8.73,118,8.472,,,,,,,KUALFD66
IEACTCKNI4UT2Y6J,Vauquelin-A-2,https://www.wrike.com/open.htm?id=691889097,2021-05-18T09:45:23Z,ENOE PV13,0.147,1.527853,47.415919,17 rue des travers chiens,41230,SOINGS-EN-SOLOGNE,SANS OBJET,2022-06-17,2024-06-17,Obligation d'achat S21,100.3,2021-07-02,KUAJN6DA,2022-05-30,Centre-Val de Loire (4),2023-10-14,0.1241,,,7000,,995,QUIQI Kawtar,,,,DP,,,,,,2021-11-15,2022-04-14,2021-12-07,2022-04-14,2025-04-14,,2022-04-30,,,,,2022-02-08,,,1045,,2021-07-21,,1055,,,,99.82,,,,,,,,KUALZEYH
IEACTCKNI4UUUGLK,Para-1,https://www.wrike.com/open.htm?id=692722026,2021-05-19T14:56:17Z,ENOE PV14,0.322,5.98282,44.474433,La condamine,05130,SIGOYER,SANS OBJET,2023-01-30,2025-01-30,Obligation d'achat S21,120.78,2021-10-26,KUAJTF5Z,2023-01-30,Provence-Alpes-Côte d'Azur (13),2023-12-27,0.261,,,15000,,1253,Anonyme,,,,PC+DP,,,,,"[""Bâtiment Neuf"",""Location Toiture""]",2022-02-16,2022-08-18,2021-12-27,2022-08-18,2025-08-18,,2022-08-18,,,,,2022-05-03,,,,,2021-12-06,,1337,151,19,11.05,272,122,,,,,,,KUALFD66
IEACTCKNI4UVCGN5,Chaix-T,https://www.wrike.com/open.htm?id=693180861,2021-05-20T05:43:56Z,A DETERMINER BAT,0.15,4.995181,44.416664,Le plan du Vas,84600,VALREAS,SANS OBJET,,,Obligation d'achat S21,,2021-10-16,KUAJTGA6,,Provence-Alpes-Côte d'Azur (13),2023-08-19,,,,19000,,1261,YVIN Camille,,,,PC,,,,,"[""Bâtiment Neuf""]",2021-08-16,,2021-08-20,2022-11-25,,,,,,,,2022-07-27,,,,,2021-06-23,,,188,29.55,,,,,,,,,,KUAJ5YLI
IEACTCKNI4UVDHWD,Correard,https://www.wrike.com/open.htm?id=693214915,2021-05-20T07:37:26Z,ENOE PV13,0.099,6.45315,44.234047,LD DREMOUNAS,04420,PRADS HAUTE BLEONE,SANS OBJET,2022-06-01,2024-06-01,Obligation d'achat S21,100.3,2021-07-13,KUAMTNDK,2022-06-01,Provence-Alpes-Côte d'Azur (13),2023-12-07,0.12201,2022-08-18,12124.1,25000,,1143,GAUBERTI Anansa,2022-09-20,,,PC,,2023-02-01,2023-02-01,,"[""Bâtiment Neuf""]",2022-06-01,2022-04-28,2021-12-07,2022-04-28,2025-04-28,,2022-05-01,,,,,2022-02-11,Non,,1069,,2021-09-14,,1059,,,,121,10.275,,,,,,,KUAI73UW
IEACTCKNI4UVIVFL,Bonnard,https://www.wrike.com/open.htm?id=693392555,2021-05-20T13:37:01Z,ENOE PV13,0.126,5.393757,44.696291,6500 Route de Gap,26150,SOLAURE EN DIOIS,SANS OBJET,2022-05-20,2024-05-20,Obligation d'achat S21,96.9,2021-07-13,KUAJTF5Z,2022-04-25,Auvergne-Rhône-Alpes (1),2023-12-10,0.0996,2022-07-06,19126.14,17000,,1200,YVIN Camille,2022-09-12,2022-05-16,,PC,,,,,"[""Bâtiment Neuf""]",2022-04-25,2022-03-11,2021-12-10,2022-03-11,2025-03-11,,2022-03-25,,,,,2022-01-20,,,1263,,2021-09-09,,1218,,,,131,2.729,,,,,,,KUAJ5YLI
IEACTCKNI4UVNJNL,Marcelot-M-3,https://www.wrike.com/open.htm?id=693544363,2021-05-20T16:28:20Z,ENOE PV13,0.247,3.712654,47.400054,Lieudit Montcrechot,58190,NUARS,En attente CDC CRE,2023-01-24,2025-01-24,Obligation d'achat S21,120.78,2021-04-20,KUAIZAZL,2023-01-05,Bourgogne-Franche-Comté (2),2023-07-21,0.2448,,,34000,,1117,CONGARD Kévin,,,,DP,,,,,"[""Location Toiture""]",2021-12-02,2022-01-21,2021-12-06,2022-01-21,2025-01-21,,2022-01-21,,,,,2021-12-20,Non,,1008,,2021-07-09,,961,,,,180,21.043,,,,,,,KUAJBVJC
IEACTCKNI4UVZSSK,Gilly,https://www.wrike.com/open.htm?id=693946954,2021-05-21T08:27:27Z,A DETERMINER BAT,0.1,4.908749,43.903663,SAUMEMORTES MFT,84140,AVIGNON,SANS OBJET,,,Obligation d'achat S21,,2021-06-08,KUAJTF5Z,,Provence-Alpes-Côte d'Azur (13),2023-12-10,,,,21360,,1245,GAUBERTI Anansa,,,,PC,,,,,Bâtiment Neuf,2022-07-12,,2021-12-10,2022-10-10,,,,,,,,2022-03-09,,,,,2021-07-22,,,120,21.92,,,,,,,,,,KUAI73UW
IEACTCKNI4UV2VKC,Warzee-1,https://www.wrike.com/open.htm?id=693982530,2021-05-21T09:47:46Z,ENOE PV11,0.24966,3.039798,46.58124,Ruzière,03160,BOURBON L'ARCHAMBAULT,SANS OBJET,2022-07-18,2024-07-18,Obligation d'achat S21,100.3,2021-07-16,KUAIZQTQ,2022-04-15,Auvergne-Rhône-Alpes (1),2023-06-14,0.225,2022-10-10,53250.62,12000,,1096.12,CONGARD Kévin,2022-12-06,,,DP,,2022-12-12,2022-11-07,,"[""Location Toiture""]",2021-06-15,2021-07-05,2021-06-04,2021-07-05,2024-07-05,,2022-03-15,,,,,2021-06-10,Oui,249,1088,,2021-04-23,,1069,,,,257.608,5.288,,,,,,,KUAJBVJC
IEACTCKNI4UV2VUG,Warzee-3,https://www.wrike.com/open.htm?id=693982854,2021-05-21T09:48:32Z,ENOE PV11,0.233,3.132023,46.6090,Champ de la Croix,03210,AGONGES,SANS OBJET,2022-05-30,2024-05-30,Obligation d'achat S21,100.3,2021-07-16,KUAIZQTQ,2022-04-19,Auvergne-Rhône-Alpes (1),2023-06-14,0.282,2022-09-06,73923.62,12000,,1112.74,CONGARD Kévin,2022-12-06,,,DP,,2022-12-12,2022-11-07,,"[""Location Toiture""]",2021-06-15,2021-07-30,2021-06-04,2021-07-30,2024-07-30,,2022-03-19,,,,,2021-06-29,,303,1067,,2021-04-23,,1061,,,,247,70.963,,,,,,,KUAJBVJC
IEACTCKNI4UV6T2S,Roche,https://www.wrike.com/open.htm?id=694112082,2021-05-21T14:01:12Z,ENOE PV13,0.3,1.356131,46.704081,Lieu-Dit Les Champs Vaché,36800,MIGNE,SANS OBJET,2022-06-22,2024-06-22,Obligation d'achat S21,100.3,2021-06-04,KUAJN6DA,2022-06-22,Centre-Val de Loire (4),2023-11-09,0.29988,,,,,1162,QUIQI Kawtar,,,,PC,,,,,"[""Bâtiment Neuf""]",2021-09-29,2022-05-09,2021-09-29,2022-05-09,2025-05-09,,2022-05-22,,,,,2021-12-17,,,1224,,2021-07-22,,1222,,,,340,,,,,,,,KUALZEYH
IEACTCKNI4UV7MAQ,Madrolles-2,https://www.wrike.com/open.htm?id=694136848,2021-05-21T14:37:22Z,ENOE PV13,0.072,1.794192,47.033782,Lieu-Dit Le Petit Jaunet,36150,VATAN,SANS OBJET,,,Obligation d'achat S21,,2021-05-19,KUAJN6DA,2022-11-03,Centre-Val de Loire (4),2023-08-25,0.06972,,,,,1068,QUIQI Kawtar,,,,DP,,,,,,2021-12-01,2022-02-25,2021-12-07,2022-02-25,2025-02-25,,2022-02-25,,,,,2022-02-07,,,1113,,2021-08-25,,1106,,,,55.015,,,,,,,,KUALZEYH
IEACTCKNI4UXHIJI,Dias,https://www.wrike.com/open.htm?id=695443752,2021-05-25T09:27:15Z,ENOE PV14,0.12,2.313723,44.107991,18 rue de Tanus le Vieux,81190,TANUS,SANS OBJET,2022-10-24,2024-10-24,Obligation d'achat S21,107,2021-06-22,KUAIZA3S,2022-10-24,Occitanie (11),2024-03-09,0.09975,,,13200,,1207,CONGARD Kévin,,,,PC,,,,,"[""Bâtiment Neuf""]",2022-07-12,2022-09-09,2021-12-15,2022-09-09,2025-09-09,,2022-09-24,,,,,2022-06-17,,,,,2021-11-29,,1386,146,12.21,7.6,127,22,,,,,,,KUAJBVJC
IEACTCKNI4UYS3HL,Adams-1,https://www.wrike.com/open.htm?id=696872171,2021-05-27T08:40:34Z,ENOE PV14,0.15,0.45581,44.329988,Labelotte Sud - Chemin de Ballarade,47360,LACEPEDE,SANS OBJET,2023-01-10,,Obligation d'achat S21,120.78,2022-02-25,KUAIZAZL,2023-01-10,Nouvelle-Aquitaine (10),2024-03-18,0.141,,,24064,,1267,YVIN Camille,,,,PC,,,,,"[""Bâtiment Neuf""]",2022-07-12,2022-11-15,2022-04-19,2023-01-07,2025-11-15,,2022-11-15,,,,,2022-10-14,Non,,1286,,2022-03-18,,1260,173,38.85,14.7,152.787,20,,,,,,,KUAJ5YLI
IEACTCKNI4UZNPZJ,Rozieres,https://www.wrike.com/open.htm?id=697745193,2021-05-28T15:10:57Z,ENOE PV13,0.119,1.132513,44.682108,Lieu-dit Peyrechause,24170,SAINT POMPONT,SANS OBJET,2022-07-06,2024-07-06,Obligation d'achat S21,100.3,2021-07-08,KUAIZA3S,2022-07-06,Nouvelle-Aquitaine (10),2023-11-03,0.1377,2022-08-31,12646.5,,,1110,YVIN Camille,2022-10-24,,,PC,,2022-10-28,2022-10-28,,"[""Bâtiment Neuf""]",2021-10-27,2022-04-15,2021-11-03,2022-04-15,2025-04-15,,2022-06-06,,,,,2021-12-30,,,1141,,2021-08-20,,1130,,,,135.389,21.6,,,,,,,KUAJ5YLI
IEACTCKNI4UZOOFY,Negri,https://www.wrike.com/open.htm?id=697776312,2021-05-28T15:53:47Z,ENOE PV14,0.217,-0.098956,43.921569,Lieu-dit Le lanas,32150,CAZAUBON,SANS OBJET,2022-11-02,2024-11-02,Obligation d'achat S21,120.78,2021-06-29,KUAIZA3S,2022-10-25,Occitanie (11),2024-01-25,0.216,2022-12-14,22030.14,15000,,1174,YVIN Camille,2023-01-16,,,PC,,,,,"[""Bâtiment Neuf""]",2022-01-27,2022-08-09,2022-01-26,2022-08-09,2025-08-09,,2022-09-25,,,,,2022-07-25,,,,,2021-10-11,,1207,,,,247,32.346,,,,,,,KUAJ5YLI
IEACTCKNI4U2M37D,Demorise,https://www.wrike.com/open.htm?id=698773475,2021-06-01T08:01:20Z,ENOE PV11,0.087,2.8999113,42.723051,376 rue Blanche Selva,66000,PERPIGNAN,SANS OBJET,2022-01-17,2024-01-17,Obligation d'achat S21,94.7,2021-06-17,KUAJTGA6,2022-01-17,Nouvelle-Aquitaine (10),2023-05-05,0.0952,2022-02-21,1726.98,1726.98,,1236,YVIN Camille,2022-04-20,2022-04-17,,DP,,2022-09-30,2022-09-15,,"[""Location Toiture""]",2021-08-16,2021-11-05,2021-08-17,2021-11-05,2024-11-05,,2021-12-17,,,,,2021-10-26,,95,1336,,2021-06-24,,1286,,,,81.786,36.596,,,,,,,KUAJ5YLI
IEACTCKNI4U35QYU,Saoudi,https://www.wrike.com/open.htm?id=700367636,2021-06-03T13:42:11Z,ENOE PV14,0.174,1.38325,44.125607,Cantaire,82130,L'HONOR DE COS,SANS OBJET,,,Obligation d'achat S21,,2021-06-24,KUAIZA3S,,Occitanie (11),2023-11-24,0.24675,,,19000,,1093,CONGARD Kévin,,,,PC,,,,,"[""Bâtiment Neuf""]",2021-11-17,2022-09-03,2021-11-24,2022-09-26,2025-09-03,,2022-09-03,,,,,2022-03-01,,,,,2021-09-10,,1179,,,,249,86,,,,,,,KUAJBVJC
IEACTCKNI4U57RBP,Dauzat,https://www.wrike.com/open.htm?id=702530607,2021-06-08T13:13:06Z,ENOE PV13,0.266,2.018018,44.018541,Le Vigneras / La Gacherie Nord,81130,VILLENEUVE-SUR-VERE,SANS OBJET,2022-10-04,2024-10-04,Obligation d'achat S21,110.7,2021-06-30,KUAIZA3S,2022-09-28,Occitanie (11),2023-11-25,0.27805,2022-11-25,18186.06,16000,,1149,YVIN Camille,,,,PC,,,,,"[""Bâtiment Neuf""]",2021-09-07,2022-05-12,2021-10-15,2022-05-12,2025-05-12,,2022-08-28,,,,,2022-03-18,,,1223,,2021-07-08,,1360,,,,293.065,,,,,,,,KUAJ5YLI
IEACTCKNI4U6Y35S,L-Hote-1,https://www.wrike.com/open.htm?id=703360946,2021-06-09T13:53:35Z,A DETERMINER BAT,0.4,0.094135,43.637127,Lieu-dit Emmanuel,32160,COULOUME MONDEBAT,En attente CDC CRE,,,AO CRE,,2021-05-21,KUAIZAZL,,Occitanie (11),2024-01-18,,,,70000,,1259,YVIN Camille,,,,PC,,,,,"[""Ombrière Volaille""]",2022-07-12,,2022-01-26,2022-01-26,,,,,,,,,Non,,,,2021-06-25,,,,,,,,,,,,,,KUAJ5YLI
IEACTCKNI4VAGMWA,Andrieux,https://www.wrike.com/open.htm?id=704852672,2021-06-11T13:52:49Z,TENAO 3,0.247,5.37302,43.76038,Lieu-dit Les Paluns,84160,CADENET,,,,AO CRE,165,,,,Provence-Alpes-Côte d'Azur (13),,0.247,,,,,,GAUBERTI Anansa,,,,PC,,2016-04-12,,,"[""Bâtiment Neuf""]",2016-07-20,2013-11-19,2013-11-19,,2016-11-19,,2013-11-19,2016-04-04,2016-07-20,2015-11-23,,,,,,,,,,,,,,,,,,,,,KUAI73UW
IEACTCKNI4VAGV6W,Nespoulous,https://www.wrike.com/open.htm?id=704862166,2021-06-11T14:05:34Z,TENAO 3,0.2431,2.28274,44.01623,La Cussaye,81350,SERENAC,,,,AO CRE,169.9,,,,Occitanie (11),,0.2431,,,,,,GAUBERTI Anansa,,,,PC,,2016-02-06,,,"[""Bâtiment Neuf""]",2016-01-19,2013-10-25,2013-10-25,,2016-10-25,,2013-10-25,,2016-01-19,2015-05-24,,,,,,,,,,,,,,,,,,,,,KUAI73UW
IEACTCKNI4VAGWEE,GAEC-Rudelle,https://www.wrike.com/open.htm?id=704862340,2021-06-11T14:05:48Z,TENAO 3,0.1807,2.381,43.808,Lieu-dit La Lande,81350,SAINT-GRÉGOIRE,,,2016-02-18,AO CRE,169,,,,Occitanie (11),2023-07-09,0.1807,,,,,,GAUBERTI Anansa,,,,PC,,2016-02-06,,,"[""Bâtiment Neuf""]",2016-02-18,2013-10-23,2013-10-23,,2016-10-23,,2013-10-23,,2016-02-18,2015-06-23,2015-04-30,,,,,,,,,,,,,,,,,,,,KUAI73UW
IEACTCKNI4VAGWOE,Veyrac,https://www.wrike.com/open.htm?id=704862660,2021-06-11T14:06:11Z,TENAO 3,0.2431,2.59744,44.14106,Lieu-dit Les Gardelles,12015,AURIAC LAGAST,,,,AO CRE,165,,,,Occitanie (11),,0.2431,,,,,,GAUBERTI Anansa,,,,PC,,2015-08-31,,,"[""Bâtiment Neuf""]",2015-12-23,2013-10-02,2013-10-02,,2016-10-02,,2013-10-02,,2015-12-23,2015-04-27,,,,,,,,,,,,,,,,,,,,,KUAI73UW
IEACTCKNI4VAGWV3,Garrigaud,https://www.wrike.com/open.htm?id=704862907,2021-06-11T14:06:23Z,TENAO 3,0.2431,2.38006,43.80781,Lieu-dit Les Blauves,81120,MONT-ROC,,,2015-11-23,AO CRE,177.2,,,,Occitanie (11),2015-11-23,0.2431,,,,,,GAUBERTI Anansa,,,,PC,,2016-03-07,,,"[""Bâtiment Neuf""]",2015-11-23,2013-10-28,2013-10-28,,2016-10-28,,2013-10-28,,2015-11-23,2015-03-28,,,,,,,,,,,,,,,,,,,,,KUAI73UW
IEACTCKNI4VAG2NJ,Laurensou-J,https://www.wrike.com/open.htm?id=704866729,2021-06-11T14:12:56Z,A DETERMINER BAT,0.15,1.847471,45.119477,Lieu-dit La Veyssiere,19380,ALBUSSAC,SANS OBJET,,,Obligation d'achat S17,,2021-03-30,KUAIZAZL,,Nouvelle-Aquitaine (10),2023-09-03,,,,13400,,1200,CONGARD Kévin,,,,PC,,,,,"[""Ombrière Volaille""]",2021-08-16,,2021-09-03,2023-07-10,,,,,,,,,,,,,2021-06-15,,,,,,,,,,,,,,KUAJBVJC
IEACTCKNI4VAILFC,Philip-M,https://www.wrike.com/open.htm?id=704916642,2021-06-11T15:24:19Z,TENAO 3,0.18226,5.93019,44.37081,Lieu dit la Barque,05300,VENTAVON,,,2016-07-20,AO CRE,165,,,,Provence-Alpes-Côte d'Azur (13),2016-07-20,0.18226,,,,,,GAUBERTI Anansa,,,,PC,,2016-03-23,,,"[""Bâtiment Neuf""]",2016-07-20,2013-02-03,2013-02-03,,2016-02-03,,2013-02-03,,2016-07-20,2015-11-23,,,,,,,,,,,,,,,,,,,,,KUAI73UW
IEACTCKNI4VAILMM,SCI-Seigne,https://www.wrike.com/open.htm?id=704916876,2021-06-11T15:24:33Z,TENAO 3,0.2119,"2,22859","43,69738",Lieu-dit Le Bourg,81210,PEYREGOUX,,,2015-11-05,AO CRE,168,,,,Occitanie (11),2015-11-05,0.2119,,,,,,GAUBERTI Anansa,,,,PC,,2016-03-07,,,"[""Bâtiment Neuf""]",2015-11-05,2013-11-18,2013-11-18,,2016-11-18,,2013-11-18,,2015-11-05,2015-03-10,,,,,,,,,,,,,,,,,,,,,KUAI73UW
IEACTCKNI4VA4X2V,O'Sullivan,https://www.wrike.com/open.htm?id=705584981,2021-06-14T08:07:49Z,A DETERMINER BAT,0.375,0.967849,46.189915,Lieu-dit La Grande Gagne,87210,SAINT SORNIN LA MARCHE,SANS OBJET,,,Obligation d'achat S21,,2021-09-23,KUAJN6DA,,Nouvelle-Aquitaine (10),2024-03-02,,,,30500,,1110,QUIQI Kawtar,,,,PC,,,,,"[""Bâtiment Neuf""]",2022-10-25,,2022-04-07,2023-02-15,,,,,,,,,Oui,,,,2022-03-02,,,362,46.23,11.19,,,,,,,,,KUALZEYH
IEACTCKNI4VBY2UQ,Neant-3,https://www.wrike.com/open.htm?id=706505360,2021-06-15T14:09:18Z,ENOE PV13,0.181,2.962411,46.72577,Lieu dit Les Gagneries de Ferrière,03320,LURCY LEVIS,SANS OBJET,2022-07-11,2024-07-11,Obligation d'achat S21,100.3,2021-06-15,KUAIZAZL,2022-06-30,Auvergne-Rhône-Alpes (1),2023-10-26,0.20916,2022-11-09,18566.8,,,1171,CONGARD Kévin,2022-12-16,,,PC,,2022-12-15,2022-12-15,,"[""Bâtiment Neuf""]",2021-11-15,2022-04-26,2021-11-16,2022-04-26,2025-04-26,,2022-05-30,,,,,2022-01-26,Non,,1082,,2021-06-17,,1079,,,,226,,,,,,,,KUAJBVJC
IEACTCKNI4VDCY2Q,Bard-2,https://www.wrike.com/open.htm?id=707879760,2021-06-17T13:49:05Z,ENOE PV14,0.294,2.887128,46.691783,Lieu-dit La Bucharie,03320,COULEUVRE,SANS OBJET,2022-06-30,2024-06-30,Obligation d'achat S21,100.3,2021-06-16,KUAIZAZL,2022-06-30,Auvergne-Rhône-Alpes (1),2023-03-31,0.3045,2022-11-07,19190.62,,,1011,CONGARD Kévin,2022-12-19,2022-09-16,,PC,,,,,"[""Bâtiment Neuf""]",2021-11-17,2022-03-31,2021-11-24,2022-03-31,2025-03-31,,2022-05-30,,,,,2022-01-21,,,,,2021-07-12,,1065,,,,314,76,,,,,,,KUAJBVJC
IEACTCKNI4VDDASQ,Jordan-2,https://www.wrike.com/open.htm?id=707887696,2021-06-17T13:57:15Z,ENOE PV11,0.3264,5.265294,45.660062,178 chemin des Grandes Terres,38460,VENERIEU,SANS OBJET,2022-12-05,2024-12-05,Obligation d'achat S21,120.78,2021-06-15,KUAIZAZL,2022-12-05,Auvergne-Rhône-Alpes(1),2023-10-26,0.351,2023-01-23,13778.99,20000,,1056,GAUBERTI Anansa,,,,DP,,,,,"[""Location Toiture""]",2022-06-08,2021-12-06,2021-10-26,2021-12-06,2024-12-06,,2022-05-13,,,,,2021-11-26,,311,1165,,2021-08-20,,1147,,,,302,161,,,,,,,KUAI73UW
IEACTCKNI4VDTCM4,Moreau-O,https://www.wrike.com/open.htm?id=708413852,2021-06-18T08:42:26Z,ENOE PV14,0.1,1.335274,46.706096,Lieu-Dit La Chancelée,36800,MIGNE,SANS OBJET,2023-01-23,2025-01-23,Obligation d'achat S21,120.78,2021-08-11,KUAJN6DA,2023-01-23,Centre-Val de Loire (4),2023-12-23,0.12375,,,14600,,1166,QUIQI Kawtar,,,,PC,,,,,"[""Bâtiment Neuf""]",2021-12-02,2022-06-23,2021-12-06,2022-06-23,2025-06-23,,2022-06-23,,,,,2022-05-12,,,,,2021-10-18,,1149,,,,131,20,,,,,,,KUALZEYH
IEACTCKNI4VENAG5,Bertin-TH-1,https://www.wrike.com/open.htm?id=709263581,2021-06-21T10:09:55Z,ENOE PV15,0.15,0.429719,44.705082,Le Fricandou,24500,FONROQUE,SANS OBJET,,,Obligation d'achat S21,,2021-08-20,KUAIZA3S,,Nouvelle-Aquitaine (10),2024-02-21,0.015,,,17500,,1277,CONGARD Kévin,,,,PC,,,,,"[""Ombrière Volaille""]",2022-01-07,2022-12-09,2022-01-12,2023-01-19,2025-12-09,,,,,,,2022-09-17,,,,,2021-10-01,,,240,59.08,19.52,,,,,,,,,KUAJBVJC
IEACTCKNI4VFBFD7,Liengme-2,https://www.wrike.com/open.htm?id=709923967,2021-06-22T07:45:04Z,ENOE PV11,0.099,4.467954,44.024007,Lieu-dit Moulinas,30700,SAINT SIFFRET,SANS OBJET,2022-10-07,2024-10-07,Obligation d'achat S21,107,2021-06-15,KUAFV42T,2022-09-28,Occitanie (11),2023-05-29,0.1,2022-12-14,2973.23,5000,2022-07-10,1350,CONGARD Kévin,2023-01-16,,1492,PC,,2022-10-28,2022-10-14,,"[""Bâtiment Neuf""]",2021-12-08,2021-11-29,2021-07-07,2021-11-29,2024-11-29,,2022-08-28,,,2022-10-14,2022-09-20,2021-08-05,,128,1397,,2021-06-22,,1426,,,,128,25.567,,,,,,,KUAJBVJC
IEACTCKNI4VFW3K6,Georges,https://www.wrike.com/open.htm?id=710634846,2021-06-23T07:17:40Z,A DETERMINER BAT,0.261,5.149485,45.500178,Route départementale 502,38440,SAINT-JEAN-DE-BOURNAY,SANS OBJET,,,Obligation d'achat S21,,2021-08-27,KUAJTF5Z,,Auvergne-Rhône-Alpes(1),2024-02-21,,,,17640,,1198,YVIN Camille,,,,PC,,,,,Bâtiment Neuf,2022-07-12,,2022-03-30,2023-04-03,,,,,,,,,,,,,2022-01-14,,,316,28.92,8.28,,,,,,,,,KUAJ5YLI
IEACTCKNI4VGRXLA,Blanc-JM,https://www.wrike.com/open.htm?id=711515488,2021-06-24T13:28:34Z,ENOE PV14,0.1,4.972493,44.049796,872 chemin des confines,84170,MONTEUX,SANS OBJET,2022-11-23,2024-11-23,Obligation d'achat S21,116.7,2021-06-30,KUAJTF5Z,2022-11-23,Provence-Alpes-Côte d'Azur (13),2024-01-20,0.09975,2023-01-12,22435.84,4000,,1271,YVIN Camille,,,,PC,,,,,"[""Bâtiment Neuf""]",2022-07-08,2022-06-14,2022-02-03,2022-06-14,2025-06-14,,2022-09-24,,,,,2022-04-29,,,,,2022-01-17,,1358,127,18.32,12.43,116.54,23,,,,,,,KUAJ5YLI
IEACTCKNI4VGULJJ,Baute-1,https://www.wrike.com/open.htm?id=711601449,2021-06-24T15:34:02Z,ECO-19,0.24963,0.35730282,43.31184233,Lieu dit Biloy,65220,LALANNE TRIE,,,,AO CRE,135,,KUAFV42T,,Occitanie (11),,0.2484,,,,,,YVIN Camille,,,1120,,,2017-12-20,,,"[""Bâtiment Neuf""]",2021-01-26,,,,,,,,2021-01-26,2020-05-31,,,,,,,,,,,,,,,,,,,,,KUAJ5YLI
IEACTCKNI4VGULJL,Camafabre-1,https://www.wrike.com/open.htm?id=711601451,2021-06-24T15:34:03Z,ECO-19,0.21924000000000002,2.2005833,43.8849806,Le Bousquet,81990,FREJAIROLLES,,,,AO CRE,129.7,,KUAFV42T,,Occitanie (11),,0.21538,,,,,,YVIN Camille,,,1324,,,2017-09-26,,,"[""Bâtiment Neuf""]",2021-01-29,,,,,,,,2021-01-29,2020-06-03,,,,,,,,,,,,,,,,,,,,,KUAJ5YLI
IEACTCKNI4VGULJO,Camoquette-1,https://www.wrike.com/open.htm?id=711601454,2021-06-24T15:34:03Z,ECO-19,0.2233,2.3507917,43.9002306,Lieu dit Mas Petit,81430,AMBIALET,,,,AO CRE,129.7,,KUAFV42T,,Occitanie (11),,0.22027000000000002,,,,,,YVIN Camille,,,1321,,,2019-12-04,,,"[""Bâtiment Neuf""]",2021-01-29,,,,,,,,2021-01-29,2020-06-03,,,,,,,,,,,,,,,,,,,,,KUAJ5YLI
IEACTCKNI4VGULJT,Camroc-1,https://www.wrike.com/open.htm?id=711601459,2021-06-24T15:34:03Z,ECO-19,0.21924,2.8310278,43.7220833,Le Céren,81230,MURAT SUR VEBRE,,,,AO CRE,129.7,,KUAFV42T,,Occitanie (11),,0.21538,,,,,,YVIN Camille,,,1339,,,2020-04-06,,,"[""Bâtiment Neuf""]",2021-03-05,,,,,,,,2021-03-05,2020-07-08,,,,,,,,,,,,,,,,,,,,,KUAJ5YLI
